¿ª½±ÈÕÆÚ,ÆÚºÅ,ÖÐ½±ºÅÂë,ÏúÊÛ¶î(Ôª),ÖÐ½±×¢ÊýÒ»µÈ½±,ÖÐ½±×¢Êý¶þµÈ½±
2015/7/16,2015082,02  08  09  14  28  30  07,288017344,6  (Õã Â³ ¶õ ´¨),97
2015/7/14,2015081,13  20  22  26  28  31  13,278500218,6  (¾© ¼½ Ïæ ´¨),62
2015/7/12,2015080,14  17  25  27  28  30  02,314150596,6  (»¦ ËÕ Õã Ïæ..),122
2015/7/9,2015079,09  14  15  20  26  32  11,291775556,18  (Õã Ãö ¸Ó Â³..),157
2015/7/7,2015078,03  07  20  22  26  29  02,291936416,3  (Â³ ¸Ê),139
2015/7/5,2015077,01  06  08  10  13  27  16,324775100,3  (ÔÁ ¹ó),63
2015/7/2,2015076,01  09  10  19  23  27  09,294088268,17  (¾© ¼½ ÁÉ ËÕ..),167
2015/6/30,2015075,06  11  13  19  21  32  04,292719690,2  (ËÕ Óå),88
2015/6/23,2015072,01  03  05  20  21  31  05,293363242,5  (ËÕ Ãö Ïæ),82
2015/6/21,2015071,08  18  20  28  29  31  08,308073950,14  (¾© ¼ª ËÕ Õã..),121
2015/6/18,2015070,01  07  13  19  21  29  15,294607168,5  (¾© ¼½ »¦ Â³..),105
2015/6/16,2015069,01  13  17  18  23  30  15,292089158,8  (ºÚ ËÕ ¶õ ÔÁ..),108
2015/6/14,2015068,06  15  18  21  26  27  10,326767662,8  (ÁÉ Õã Íî Â³..),188
2015/6/11,2015067,02  05  08  24  25  31  14,296388770,13  (Ãö Óå ´¨),163
2015/6/9,2015066,05  08  11  17  24  28  16,295073100,5  (¾© Õã ÐÂ),255
2015/6/7,2015065,08  10  14  19  26  29  12,326011866,7  (Ãö ¸Ó ÔÁ),127
2015/6/4,2015064,11  12  14  17  23  27  01,298850352,7  (ÁÉ ºÚ ¸Ó Â³..),163
2015/6/2,2015063,01  07  09  16  22  32  12,291740962,7  (¼½ Õã ¶õ Ïæ..),183
2015/5/31,2015062,09  14  15  18  21  26  16,323470788,2  (¾© ºÚ),88
2015/5/28,2015061,06  18  22  26  32  33  04,300873544,3  (¼½ »¦ ËÕ),82
2015/5/26,2015060,01  03  18  27  31  32  13,294398362,5  (½ú ÁÉ Õã ¶õ),76
2015/5/24,2015059,02  06  09  16  25  32  14,327035284,3  (Â³ ¶õ Äþ),64
2015/5/21,2015058,02  09  10  18  19  20  15,302422308,9  (ÁÉ »¦ ËÕ ¸Ó..),229
2015/5/19,2015057,09  20  24  25  26  32  04,298048220,4  (Ô¥ µá Äþ ÐÂ),69
2015/5/17,2015056,01  07  08  16  18  20  14,333455694,7  (Íî Ïæ ¹ð),120
2015/5/14,2015055,01  10  15  18  19  28  02,308523870,6  (¾© ºÚ Çí ¸Ê),102
2015/5/7,2015052,02  04  11  16  25  26  12,312855530,17  (¾© ¼½ ÁÉ »¦..),85
2015/5/5,2015051,04  10  24  26  28  32  09,311895918,3  (Â³ ÉÂ),107
2015/5/3,2015050,03  09  12  16  17  31  04,330490908,4  (ºÚ Õã ÔÁ µá),82
2015/4/30,2015049,07  12  14  17  20  23  05,304091626,9  (¼½ Íî Â³ ÔÁ),83
2015/4/28,2015048,13  16  17  22  25  27  10,314318648,13  (Õã Ïæ ÔÁ),61
2015/4/26,2015047,02  03  20  24  26  27  09,353219880,12  (¾© ËÕ Õã Ãö..),68
2015/4/23,2015046,05  07  10  14  23  31  01,324849386,2  (¼ª Ãö),81
2015/4/21,2015045,01  05  13  22  30  31  07,317791860,5  (ËÕ Íî Â³ ´¨..),110
2015/4/19,2015044,02  03  04  13  14  16  02,361973072,44  (¾© ½ò ÃÉ ºÚ..),170
2015/4/16,2015043,11  12  15  24  26  27  15,333265010,11  (ËÕ ¹ð),66
2015/4/14,2015042,09  10  19  21  23  32  08,328582874,18  (¾© ¼½ ÃÉ ÁÉ..),138
2015/4/12,2015041,04  09  11  17  21  25  06,355451862,17  (¾© ½ò ¼½ »¦..),226
2015/4/9,2015040,13  16  18  27  30  32  16,320385120,4  (»¦ Â³ ¶õ ÉîÛÚ),54
2015/4/7,2015039,01  13  15  26  29  30  12,304495842,7  (ÃÉ ¼ª Õã Íî..),85
2015/4/5,2015038,05  06  11  12  14  33  14,330881502,1  (Çí),81
2015/4/2,2015037,05  07  12  18  28  31  03,311121894,0,232
2015/3/31,2015036,04  06  16  17  26  33  03,314978372,5  (»¦ ËÕ ¶õ ´¨..),122
2015/3/29,2015035,01  08  09  22  24  33  03,354232116,13  (½ú ÁÉ ËÕ Õã..),226
2015/3/22,2015032,11  14  16  18  29  32  16,356881788,6  (ÃÉ ËÕ Ô¥ Ïæ..),98
2015/3/19,2015031,01  05  07  22  26  32  11,322648288,10  (ÃÉ Õã Íî Ô¥..),113
2015/3/17,2015030,08  11  14  15  16  26  07,313853770,6  (Õã Íî ¸Ó ÉÂ),104
2015/3/15,2015029,07  14  15  19  21  28  07,350574266,7  (Õã Ô¥ Ïæ ÉîÛÚ..),109
2015/3/12,2015028,04  07  10  26  27  28  14,318360502,8  (ÁÉ Íî ¶õ ÔÁ..),292
2015/3/10,2015027,05  07  09  16  26  29  07,313056664,26  (ÁÉ ¼ª ºÚ ËÕ..),147
2015/3/8,2015026,02  13  17  21  22  33  13,346132854,16  (¾© ¼½ ½ú ÔÁ..),131
2015/3/5,2015025,10  11  12  15  27  32  14,301966294,0,89
2015/3/3,2015024,09  11  16  18  23  24  10,297320432,6  (¼½ ½ú »¦ Õã..),83
2015/3/1,2015023,08  09  10  13  29  30  01,371421794,9  (ÁÉ ¼ª Â³ Óå..),297
2015/2/26,2015022,04  07  10  16  23  25  10,428626486,7  (½ò »¦ Õã),242
2015/2/17,2015021,14  15  16  17  27  28  08,369500210,16  (¾© ¼½ ÁÉ Õã..),147
2015/2/15,2015020,01  04  07  19  22  23  04,404738304,7  (ÁÉ »¦ ¸Ó Â³..),175
2015/2/12,2015019,02  06  11  19  25  26  04,363865754,12  (¾© ÃÉ ÁÉ ¹ð..),213
2015/2/10,2015018,06  09  12  14  28  29  09,356589678,10  (¾© ½ò ¼½ »¦..),207
2015/2/8,2015017,13  18  20  25  27  33  12,405548808,7  (¾© Ãö ÔÁ),73
2015/2/5,2015016,02  06  10  15  17  31  13,370190678,10  (ÃÉ ËÕ Õã Ãö..),96
2015/2/3,2015015,01  07  20  24  25  33  04,369504840,6  (ºÚ »¦ Õã Â³..),94
2015/1/27,2015012,03  05  22  23  29  31  06,370574586,21  (½ò ½ú ÁÉ »¦..),91
2015/1/25,2015011,04  14  15  17  18  20  15,448888738,5  (ËÕ Ãö Ô¥ ÔÁ..),100
2015/1/22,2015010,01  02  03  08  21  31  09,408876968,7  (¾© ÁÉ ¼ª Óå..),78
2015/1/20,2015009,04  07  14  17  21  25  14,406130598,13  (¾© ½ò Õã Íî..),171
2015/1/18,2015008,04  07  10  16  20  22  03,441162104,6  (½ò ¼½ ½ú ËÕ..),146
2015/1/15,2015007,01  07  09  17  20  33  08,396557494,8  (½ò Ïæ ÔÁ ÉîÛÚ..),96
2015/1/13,2015006,01  10  11  29  31  33  13,381704996,7  (»¦ Ô¥ ÔÁ ÉÂ..),156
2015/1/11,2015005,07  10  16  17  18  32  15,434233966,7  (¾© ½ò ÃÉ ¶õ..),142
2015/1/8,2015004,02  14  15  16  23  24  10,391871604,5  (ÁÉ Íî ÔÁ ¹ð),84
2015/1/6,2015003,10  15  20  23  24  31  15,389418150,5  (ÃÉ »¦ Õã ¸Ó..),98
2015/1/4,2015002,07  15  16  25  28  32  05,445131362,13  (½ò ¼½ ½ú Õã..),152
2015/1/1,2015001,01  07  09  16  20  23  06,389811558,8  (¾© ºÚ »¦ Ïæ..),125
2014/12/30,2014152,08  13  15  20  21  25  12,403970126,12  (¼½ ÁÉ ¼ª »¦..),99
2014/12/28,2014151,04  05  08  11  21  27  08,436728282,13  (½ò ¼½ ¼ª ËÕ..),195
2014/12/25,2014150,03  08  14  22  24  32  09,393965122,9  (½ú ÃÉ ÁÉ »¦..),161
2014/12/23,2014149,07  09  10  15  19  33  01,386664128,2  (»¦),154
2014/12/21,2014148,01  02  05  12  15  16  13,425097618,9  (¼½ ¼ª »¦ ¸Ó..),133
2014/12/18,2014147,06  07  22  26  31  32  10,385071740,4  (ÃÉ ¶õ ÔÁ ¹ð),93
2014/12/11,2014144,03  05  06  09  10  27  14,379438954,6  (¼½ Õã Â³ Ïæ..),191
2014/12/9,2014143,03  12  18  20  25  26  16,375707362,14  (¾© ½ú ¼ª Çí..),197
2014/12/7,2014142,06  21  22  23  25  28  13,419262206,5  (ºÚ Íî Ïæ ÉîÛÚ..),100
2014/12/4,2014141,08  09  11  16  21  24  10,374573402,22  (¾© ºÚ ËÕ Õã..),168
2014/12/2,2014140,06  10  11  14  17  33  06,369928040,5  (ÃÉ ºÚ ËÕ Õã..),102
2014/11/30,2014139,01  14  15  20  25  29  11,416872552,10  (»¦ Õã ÔÁ Óå..),102
2014/11/27,2014138,04  06  13  29  31  33  13,379450576,5  (¼½ ºÚ Ô¥ ÔÁ..),126
2014/11/25,2014137,03  06  09  11  25  29  09,377779080,27  (¾© ½ò ½ú ÁÉ..),223
2014/11/23,2014136,03  16  19  27  31  32  10,419949224,1  (ºÚ),112
2014/11/20,2014135,02  04  11  13  25  33  01,380304722,4  (¾© ËÕ ÔÁ Óå),210
2014/11/18,2014134,05  16  22  23  26  28  02,374813426,7  (½ú ËÕ Â³ ¶õ..),124
2014/11/16,2014133,13  14  16  23  30  31  13,417287906,4  (¾© Õã ¸Ó ÉÂ),125
2014/11/13,2014132,05  06  14  15  18  33  08,372487192,5  (ÁÉ Ô¥ µá),81
2014/11/11,2014131,05  17  21  22  28  32  14,396591384,7  (¾© ÃÉ ºÚ ËÕ..),211
2014/11/9,2014130,01  02  10  24  30  33  10,402591108,3  (Ãö ÔÁ ´¨),77
2014/11/6,2014129,05  08  09  20  28  32  02,359082268,7  (¼½ ÁÉ Õã Ãö..),207
2014/11/4,2014128,05  07  08  17  18  24  14,358520804,10  (ÁÉ ¼ª Ãö Ô¥..),180
2014/11/2,2014127,02  10  12  21  23  27  12,405427926,15  (½ò ¼½ ¼ª ºÚ..),189
2014/10/26,2014124,02  17  20  24  31  33  04,414603564,3  (Õã ÔÁ ¹ð),72
2014/10/23,2014123,01  06  11  17  28  33  05,374248054,31  (¼½ ËÕ Õã ¸Ó..),447
2014/10/21,2014122,06  09  11  16  20  29  11,372450634,16  (ÃÉ »¦ ËÕ Õã..),156
2014/10/19,2014121,01  02  13  22  28  30  09,414246034,15  (¼½ ÃÉ ¼ª ºÚ..),265
2014/10/16,2014120,01  07  12  16  23  28  04,380941988,23  (¾© ÃÉ »¦ ËÕ..),375
2014/10/14,2014119,06  13  17  20  26  29  09,374297910,16  (ÃÉ »¦ ËÕ Íî..),138
2014/10/12,2014118,05  07  15  18  26  30  03,412610364,15  (¾© ½ò ¼½ ÃÉ..),328
2014/10/9,2014117,05  10  17  25  28  29  04,376251864,9  (¼½ ÃÉ Õã ¸Ó..),316
2014/10/7,2014116,09  10  14  15  19  29  16,355472106,8  (Õã Ãö Óå µá),178
2014/10/5,2014115,01  09  10  11  13  32  03,393986920,107  (¾© ½ú ºÚ »¦..),176
2014/10/2,2014114,02  07  23  30  32  33  10,336622164,4  (ÃÉ ¼ª ¸Ó ¹ó),64
2014/9/30,2014113,12  14  28  31  32  33  07,376332046,2  (ÁÉ »¦),61
2014/9/28,2014112,01  15  16  21  24  30  03,438774340,16  (¾© ½ò ¼½ ÁÉ..),150
2014/9/25,2014111,02  08  17  20  22  28  02,391471380,5  (¼ª »¦ Õã ÉîÛÚ),86
2014/9/23,2014110,01  08  11  13  19  30  06,384948858,4  (Â³ ÔÁ Óå ÉÂ),143
2014/9/21,2014109,02  05  11  15  19  28  02,437600916,16  (»¦ ËÕ Ãö ¸Ó..),304
2014/9/18,2014108,03  08  09  20  23  28  02,393047674,14  (¾© ½ò ¼½ ºÚ..),357
2014/9/16,2014107,11  14  17  22  25  27  16,387176276,5  (ºÚ Õã Ô¥ µá),117
2014/9/9,2014104,02  06  12  19  27  28  13,358170510,5  (¾© Õã ¶õ ¹ð..),372
2014/9/7,2014103,03  08  09  10  18  33  04,396768732,8  (½ú ÃÉ Íî ¶õ..),179
2014/9/4,2014102,14  16  21  24  28  31  13,368749750,3  (ºÚ »¦ ¸Ó),80
2014/9/2,2014101,16  18  20  23  24  32  07,359712392,2  (¾© Íî),61
2014/8/31,2014100,01  06  09  10  14  16  11,401949134,3  (ËÕ Ïæ),90
2014/8/28,2014099,01  05  10  11  13  32  14,358086522,4  (¾© »¦ Ô¥),47
2014/8/26,2014098,02  13  17  20  29  31  07,353151800,5  (¸Ó ÔÁ Óå ¹ó),77
2014/8/24,2014097,07  13  24  25  27  32  15,390727104,3  (»¦ ÉîÛÚ ¹ð),148
2014/8/21,2014096,12  14  17  19  22  24  08,357432576,4  (¾© Ïæ ´¨ µá),86
2014/8/19,2014095,05  06  08  14  22  31  08,348187212,5  (¾© ÁÉ ÔÁ Óå),134
2014/8/17,2014094,01  10  18  20  23  29  01,394513356,2  (½ò Óå),79
2014/8/14,2014093,02  08  09  10  20  29  05,361310882,23  (¾© ½ò ÃÉ ºÚ..),205
2014/8/12,2014092,03  13  18  19  22  26  07,355694942,8  (ÁÉ »¦ Íî Ãö..),185
2014/8/10,2014091,01  05  12  19  27  29  14,395683536,7  (½ú ºÚ Õã Â³..),148
2014/8/7,2014090,05  09  11  19  24  32  13,361007810,17  (¾© ½ò ÃÉ ÁÉ..),201
2014/8/5,2014089,04  06  14  17  27  30  09,349996988,15  (¾© »¦ Õã Ãö..),145
2014/8/3,2014088,03  06  11  14  16  29  15,378895304,4  (½ú Â³ ÔÁ),100
2014/7/31,2014087,06  18  22  23  32  33  06,346294212,6  (¾© ½ú ºÚ ¸Ó..),89
2014/7/24,2014084,01  06  09  10  13  25  08,348439746,6  (¼½ »¦ Â³ ÉîÛÚ..),107
2014/7/22,2014083,05  06  19  21  23  33  12,342671260,6  (ÁÉ ºÚ ¸Ó Ô¥..),111
2014/7/20,2014082,02  04  20  25  26  29  11,376072870,6  (¼½ Ãö),90
2014/7/17,2014081,08  14  22  24  27  29  10,345588442,6  (¾© ÁÉ »¦ ÔÁ),88
2014/7/15,2014080,05  14  16  17  25  30  07,339602048,1  (½ú),254
2014/7/13,2014079,02  07  16  22  27  28  02,371546996,7  (¾© ÃÉ ÁÉ ËÕ..),168
2014/7/10,2014078,02  03  05  06  09  17  07,340877252,9  (¾© ¼½ ÃÉ ËÕ..),112
2014/7/8,2014077,08  09  12  15  19  22  10,335080206,8  (ÁÉ »¦ Õã ¸Ó..),140
2014/7/6,2014076,06  10  12  17  18  33  11,375634222,3  (¶õ Ïæ ¹ó),76
2014/7/3,2014075,03  09  11  22  27  29  06,341705034,24  (¾© ¼½ ËÕ ¸Ó..),169
2014/7/1,2014074,01  03  06  13  30  31  12,333005878,1  (¹ð),88
2014/6/29,2014073,01  12  16  20  30  33  02,368813894,5  (½ò ÃÉ ÔÁ Óå),79
2014/6/26,2014072,01  03  07  13  19  32  16,324184472,3  (ËÕ ¸Ó ¶õ),106
2014/6/24,2014071,02  04  12  17  22  25  14,332837230,34  (¾© ½ò ¼½ ½ú..),432
2014/6/22,2014070,01  07  09  19  28  29  07,381932126,25  (½ò ¼ª Íî ¸Ó..),199
2014/6/19,2014069,05  12  17  19  25  30  11,344427596,10  (½ú ºÚ ËÕ Õã..),218
2014/6/17,2014068,04  12  13  22  27  29  16,333498724,3  (¼½ µá),122
2014/6/15,2014067,01  06  07  17  18  23  06,369752334,16  (ÁÉ ºÚ ¸Ó ¶õ..),203
2014/6/8,2014064,02  09  15  16  29  32  14,362553032,14  (ÁÉ ËÕ ¸Ó Â³..),287
2014/6/5,2014063,03  08  17  21  22  31  16,318559312,8  (ºÚ »¦ ËÕ Õã..),224
2014/6/3,2014062,06  09  15  24  25  26  09,324555900,58  (¾© ¼½ ½ú ÃÉ..),396
2014/6/1,2014061,02  14  17  27  28  31  08,348086982,16  (ºÚ »¦ ¶õ ÔÁ..),210
2014/5/29,2014060,03  05  14  18  25  33  06,332537430,1  (µá),156
2014/5/27,2014059,05  08  12  13  23  25  13,332914310,14  (¾© ÃÉ Õã ¸Ó..),192
2014/5/25,2014058,02  03  12  13  14  25  11,395239936,38  (¾© ¼½ ÃÉ ¼ª..),213
2014/5/22,2014057,02  04  12  18  23  31  08,357051002,6  (¼ª ËÕ ¸Ó Ô¥..),92
2014/5/20,2014056,01  11  18  20  28  29  01,355820816,6  (¾© ËÕ Â³ ¶õ..),117
2014/5/18,2014055,02  09  14  19  21  30  04,399255230,8  (½ú ÃÉ ËÕ Õã..),141
2014/5/15,2014054,01  04  05  11  29  30  14,362404232,14  (½ú ¼ª »¦ ËÕ..),331
2014/5/13,2014053,14  17  19  22  26  31  02,357050160,1  (ÔÁ),80
2014/5/11,2014052,09  13  15  28  30  33  08,388520458,14  (¾© ÃÉ ¼ª Ãö..),152
2014/5/8,2014051,10  16  19  21  23  24  13,355097144,7  (¸Ó Â³ ´¨),69
2014/5/6,2014050,03  17  23  25  26  32  13,356974970,6  (Õã Ãö ÉîÛÚ ¹ð..),117
2014/5/4,2014049,06  07  16  17  23  32  06,395100460,15  (¾© ½ò ÁÉ Õã..),176
2014/5/1,2014048,06  09  16  17  24  25  16,328158768,10  (¼½ ½ú ÁÉ Íî..),209
2014/4/29,2014047,08  10  11  12  19  29  15,367083108,6  (¼½ »¦ ËÕ Â³..),231
2014/4/22,2014044,04  09  21  27  28  33  12,373074342,4  (Ïæ ÉîÛÚ),136
2014/4/20,2014043,02  05  09  14  24  33  09,415843112,16  (½ò ¼½ ÁÉ ¼ª..),118
2014/4/17,2014042,12  15  20  25  28  33  14,373018334,0,90
2014/4/15,2014041,07  11  16  18  21  22  02,365242842,2  (¼ª ÉÂ),93
2014/4/13,2014040,03  04  06  11  12  15  08,406009192,9  (¾© ½ò ÃÉ ËÕ..),119
2014/4/10,2014039,03  11  15  19  20  31  07,363687932,5  (¼ª ËÕ ¹ð µá),274
2014/4/8,2014038,04  07  22  23  24  33  16,356364376,9  (ÃÉ Õã Ãö Ïæ),111
2014/4/6,2014037,06  13  14  24  25  30  07,385617546,18  (¼½ »¦ ËÕ Õã..),261
2014/4/3,2014036,01  07  08  09  11  22  03,378585748,30  (¾© ½ò ÁÉ ¼ª..),351
2014/4/1,2014035,07  08  09  17  32  33  06,385901784,10  (¾© ¼½ ¼ª Õã..),199
2014/3/30,2014034,01  03  04  08  25  31  06,432189956,20  (¼½ ÃÉ ¼ª »¦..),102
2014/3/27,2014033,05  13  23  28  32  33  12,403193612,17  (¾© ¼½ ÃÉ ËÕ..),303
2014/3/25,2014032,01  02  14  22  29  33  07,397424848,3  (Ïæ ÔÁ ¸Ê),94
2014/3/23,2014031,04  10  16  17  21  27  14,443595958,16  (¾© ¼½ ½ú ÃÉ..),368
2014/3/20,2014030,12  18  19  23  24  30  10,396594924,8  (¼½ ¼ª Õã ¶õ..),208
2014/3/18,2014029,02  07  14  16  21  29  14,396072528,8  (ÃÉ ºÚ »¦ ËÕ..),137
2014/3/16,2014028,06  16  21  27  30  32  05,435709368,8  (¾© ½ò ÃÉ ÁÉ..),72
2014/3/13,2014027,08  10  14  16  30  31  01,384105632,2  (Íî ÔÁ),75
2014/3/6,2014024,08  10  16  20  23  30  09,380942014,24  (¾© ¼½ ËÕ Õã..),288
2014/3/4,2014023,07  09  13  17  21  22  10,379325720,13  (¼½ ½ú ÃÉ ÁÉ..),178
2014/3/2,2014022,04  06  07  10  21  26  16,422477050,8  (¾© ÁÉ ËÕ Õã..),110
2014/2/27,2014021,08  10  15  17  22  29  12,376012996,9  (¼½ ÁÉ ºÚ ËÕ..),119
2014/2/25,2014020,09  14  17  23  24  25  15,369800298,4  (ÁÉ »¦ ¸Ó),118
2014/2/23,2014019,02  10  15  19  20  21  07,409381396,5  (ÃÉ ÁÉ ËÕ ¶õ..),95
2014/2/20,2014018,13  17  18  21  30  33  15,366787508,5  (Â³ Ô¥ ÉîÛÚ ÉÂ),51
2014/2/18,2014017,04  06  07  14  25  26  10,354286552,24  (¾© ¼½ ½ú ÁÉ..),218
2014/2/16,2014016,02  03  07  13  21  24  08,394728698,3  (ÁÉ ¸Ó Ïæ),106
2014/2/13,2014015,02  11  19  30  32  33  09,345827928,11  (½ò ËÕ Õã Ô¥..),101
2014/2/11,2014014,04  09  19  22  25  29  15,340281006,10  (¾© ºÚ Ãö Â³..),128
2014/2/9,2014013,05  09  13  15  17  21  13,447850102,12  (¾© ÃÉ »¦ ËÕ..),127
2014/1/28,2014012,01  08  11  19  21  24  08,364615256,6  (¾© ½ú »¦ Íî..),79
2014/1/26,2014011,09  10  13  14  21  32  02,400827700,7  (¾© ÁÉ »¦ ËÕ..),120
2014/1/23,2014010,05  07  08  20  31  33  11,359922428,2  (Â³ µá),207
2014/1/21,2014009,08  09  19  20  25  32  16,348408848,6  (½ò ÁÉ Õã Ãö..),229
2014/1/19,2014008,05  14  16  21  29  30  12,392135484,8  (ÃÉ ËÕ Íî Â³..),189
2014/1/16,2014007,08  10  12  14  18  28  14,346606050,13  (»¦ Õã Íî ¸Ó..),198
2014/1/9,2014004,01  04  19  22  24  25  15,373155800,5  (¾© Íî Â³ ÔÁ),113
2014/1/7,2014003,06  10  11  28  30  33  12,363993362,6  (ÃÉ ËÕ Ãö ´¨..),147
2014/1/5,2014002,04  21  23  31  32  33  04,408021124,6  (ÃÉ ºÚ ËÕ Íî..),105
2014/1/2,2014001,03  09  15  20  27  29  01,371341368,3  (½ú ºÚ ÐÂ),139
